task_id,dataset_id,dataset_path,title,status,error_type,pass_rate,pass_at_final,attempt_count,strategy_used,fallback_path,stagnation_events,start_time,end_time,duration_seconds,tests_provided,tests_source,tests_path,used_synthesized_tests,artifact_path,failure_signature,failing_tests,last_error
0c9d344e-6452-4d0c-a474-34d203f04f6c,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Community App - Support LaTex formulas in Markdown rendering,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:24.747440,2026-02-23T13:13:24.747621,0.000181,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
a47ab6c2-23fa-47d3-862d-f4c725245bea,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Easy | Topcoder Skill Builder Competition | ReactJS | Getting Started,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:24.852481,2026-02-23T13:13:24.852921,0.00044,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
a4826c63-5e86-45f7-899b-6ed2a3aa60f4,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Skill Builder Competition | ReactJS,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:24.957546,2026-02-23T13:13:24.958225,0.000679,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
305e0763-dd63-4883-9133-55504503953d,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.062600,2026-02-23T13:13:25.063503,0.000903,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
c686d72a-f0da-4e30-9eca-b75f317e5931,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Medium | Topcoder Skill Builder Competition | ReactJS | Co-learning,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.167658,2026-02-23T13:13:25.168750,0.001092,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
b0e66fb3-6bce-48c8-929f-9d8bebc76885,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Community App - Remove perpetual scrolling on Activity Feed page while logged out,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.268926,2026-02-23T13:13:25.269559,0.000633,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
70ea3d72-66a5-432d-a410-7202da79b00e,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Community App - Universal nav header / footer missing on challenge details pages,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.374002,2026-02-23T13:13:25.374506,0.000504,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
3cded57a-b863-4804-8d4d-21747cc9d996,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Community App - Uni nav doesn't load on Community App the first time,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.479033,2026-02-23T13:13:25.479502,0.000469,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
e8231040-e63f-40c4-980c-eb815062aeec,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Online Review - Logged out user is not shown as logged out in the uni nav on the List Project page,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.584090,2026-02-23T13:13:25.584748,0.000658,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
aeaaeac2-907e-4f11-bb09-30143522da50,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Online Review - Header menu behind other screen elements,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.685605,2026-02-23T13:13:25.686066,0.000461,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
10f01117-9661-4868-bf96-d0457dac10e0,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Community App - Universal Nav - Sub page configuration,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.790661,2026-02-23T13:13:25.791322,0.000661,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
743c9ef3-6dda-4dcd-9f43-0874001d0502,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,"Topcoder Community App - ""View More Challenges"" when logged out",skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.895714,2026-02-23T13:13:25.896352,0.000638,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
c90790bd-d289-42b7-bd97-4bc65d7232f5,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Community App - Remove the support modal,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:25.996281,2026-02-23T13:13:25.996796,0.000515,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
558999e4-323e-4867-81b1-e989c4028a09,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder Online Review - UI Issue in the edit project links page,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:26.101328,2026-02-23T13:13:26.102023,0.000695,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
2cbe1522-3e85-4106-a48d-e6ac1473d74a,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Hypercare Task 2,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:26.206390,2026-02-23T13:13:26.207034,0.000644,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
774f1c4d-0ca0-4de2-ae8b-87882784f2c5,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder O/R F2F - Save for later button submits the review score,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:26.307043,2026-02-23T13:13:26.307792,0.000749,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
9c0e8f57-190b-4427-a78c-c722af5ca8c9,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,"Topcoder O/R F2F - When a review scorecard is reopened and trying to submit new review, the previously entered scores are still displayed in the card",skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:26.410858,2026-02-23T13:13:26.411363,0.000505,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
f71e8aa6-359f-494a-b2a7-e20cfe317cd4,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder O/R F2F - Advancing screening failed submissions page is not reskinned,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:26.515919,2026-02-23T13:13:26.516598,0.000679,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
b4210a15-4a64-4fd4-9073-2a3e7e71c52c,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder O/R F2F - Save changes after editing score card is opening the project in a new tab,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:26.620982,2026-02-23T13:13:26.621770,0.000788,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
c1d1ce40-9337-4a23-af35-af6593a969f3,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,Topcoder O/R F2F - Approval scorecard is not reskinned,skipped_failed_synthesis,synthesis_failure,0.0,False,0.0,,,0.0,2026-02-23T13:13:26.726026,2026-02-23T13:13:26.726663,0.000637,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_smoke_v2,,,
