task_id,dataset_id,dataset_path,title,task_type,resolved_task_type,status,error_type,pass_rate,pass_at_final,attempt_count,strategy_used,fallback_path,stagnation_events,start_time,end_time,duration_seconds,tests_provided,tests_source,tests_path,router_rationale,router_heuristics,solver_used,verifier_type,verifier_score,used_synthesized_tests,artifact_path,unit_test_report_path,deliverable_path,patch_path,repo_log_path,rubric_path,failure_signature,failing_tests,last_error,llm_calls_used,timed_out,timeout_reason,unit_test_success,deliverable_success
e8231040-e63f-40c4-980c-eb815062aeec,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,Topcoder Online Review - Logged out user is not shown as logged out in the uni nav on the List Project page,algo_coding,algo_coding,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:00:43.014372,2026-02-24T12:01:41.185248,58.170876,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/generated_tests/e8231040-e63f-40c4-980c-eb815062aeec.json,Statement looks like algorithmic I/O spec,io_signature_markers,algo_coding,unit_tests,0.0,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/e8231040-e63f-40c4-980c-eb815062aeec.json,,,,,ee58ef494a1ac2f3ea0368fa0cdf39dbb6d55dc805f2fa8be058d1c77f606804,"logged_out_user_display,logged_in_user_display,session_timeout,multiple_logins,refresh_page_logged_out",,18.0,False,,False,False
92515220-cce4-4bfb-9def-a941e03e148a,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Apply universal navigation to account settings page,repo_patch,repo_patch,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T12:01:41.185946,2026-02-24T12:02:00.713741,19.527795,False,,,Looks like a repository/app maintenance task,repo_keywords,repo_patch,rubric_repo_patch,85.0,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/deliverables/92515220-cce4-4bfb-9def-a941e03e148a_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/patches/92515220-cce4-4bfb-9def-a941e03e148a.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/repo_logs/92515220-cce4-4bfb-9def-a941e03e148a.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/rubric/92515220-cce4-4bfb-9def-a941e03e148a_repo_patch.json,,,,2.0,False,,False,True
5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder O/R F2F - How to check the payment sent status,algo_coding,algo_coding,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:02:00.714401,2026-02-24T12:03:07.702806,66.988405,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/generated_tests/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72.json,Statement looks like algorithmic I/O spec,io_signature_markers,algo_coding,unit_tests,0.0,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72.json,,,,,15be3393585aad43b86f1ffa935b855afaa82232744246b7e98baa6ffa0e8b40,"remove_view_link,remove_line_separator,no_change_to_other_elements,empty_paid_column,multiple_paid_columns",,18.0,False,,False,False
0c406e64-e1db-422b-ac9a-cdcf7523320f,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,Topcoder Admin App - Consolidate Skills Manager,algo_coding,algo_coding,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:03:07.703604,2026-02-24T12:04:21.127421,73.423817,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/generated_tests/0c406e64-e1db-422b-ac9a-cdcf7523320f.json,Statement looks like algorithmic I/O spec,io_signature_markers,algo_coding,unit_tests,0.0,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/0c406e64-e1db-422b-ac9a-cdcf7523320f.json,,,,,ae5ae711ca5bebfb7aa409f96a17c4d6fe3e34ca84032780a9c6eeb0ebc5fd20,"add_platform_tab,skills_link_functionality,roles_required_removal,config_cleanup_prod,config_cleanup_dev",,18.0,False,,False,False
30377279,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,Test challenge 26_06,insufficient_context,design_doc,completed_design_doc,success,0.0,False,0.0,,,0.0,2026-02-24T12:04:21.128457,2026-02-24T12:04:29.828106,8.699649,False,,,Insufficient details to act on,missing_statement,design_doc,rubric_design_doc,85.0,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/deliverables/30377279.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/rubric/30377279_design_doc.json,,,,2.0,False,,False,True
305e0763-dd63-4883-9133-55504503953d,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,algo_coding,algo_coding,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:04:29.828527,2026-02-24T12:05:43.145915,73.317388,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/generated_tests/305e0763-dd63-4883-9133-55504503953d.json,Statement looks like algorithmic I/O spec,io_signature_markers,algo_coding,unit_tests,0.0,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/305e0763-dd63-4883-9133-55504503953d.json,,,,,3e70cd2064ed5b3ec52a954060346e6253dd988465310a444fee8fe150b54fb8,"create_learning_space_success,create_post_success,add_comment_success,upvote_post_success,downvote_comment_success",,18.0,False,,False,False
56b3df85-e4f4-40ab-a975-2a9e6810866e,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,Topcoder Review API - Challenge and Resource API Integration,algo_coding,algo_coding,failed_tests,failed_tests,0.625,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:05:43.146478,2026-02-24T12:06:56.675459,73.528981,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/generated_tests/56b3df85-e4f4-40ab-a975-2a9e6810866e.json,Statement looks like algorithmic I/O spec,io_signature_markers,algo_coding,unit_tests,62.5,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/56b3df85-e4f4-40ab-a975-2a9e6810866e.json,,,,,7b8968e750ca902c3a3c264d752533bb4c1c0719f08b39802d83a225a60c2c7f,"valid_user_with_active_challenges,user_with_multiple_roles,invalid_user_id",,18.0,False,,False,False
305e0763-dd63-4883-9133-55504503953d,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,algo_coding,algo_coding,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:06:56.676773,2026-02-24T12:08:04.258106,67.581333,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/generated_tests/305e0763-dd63-4883-9133-55504503953d.json,Statement looks like algorithmic I/O spec,io_signature_markers,algo_coding,unit_tests,0.0,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/305e0763-dd63-4883-9133-55504503953d.json,,,,,005c973bc62df6599b59a10586e414beaa87358587e6f292f9048f969924fb7f,"create_learning_space_valid,create_learning_space_missing_fields,create_post_valid,create_post_invalid_markdown,add_comment_valid",,18.0,False,,False,False
faa95748-8dbe-4d5b-87e1-b96d8073e31c,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - 2 Round Challenge sporadically showing as 1 round,repo_patch,repo_patch,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T12:08:04.258829,2026-02-24T12:08:23.032286,18.773457,False,,,Looks like a repository/app maintenance task,repo_keywords,repo_patch,rubric_repo_patch,85.0,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/deliverables/faa95748-8dbe-4d5b-87e1-b96d8073e31c_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/patches/faa95748-8dbe-4d5b-87e1-b96d8073e31c.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/repo_logs/faa95748-8dbe-4d5b-87e1-b96d8073e31c.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/rubric/faa95748-8dbe-4d5b-87e1-b96d8073e31c_repo_patch.json,,,,2.0,False,,False,True
155973f9-8d1b-41d2-b55f-7e7950552118,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,Developer Opportunity for FICO Falcon Engineer,algo_coding,algo_coding,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:08:23.032652,2026-02-24T12:09:22.596399,59.563747,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/generated_tests/155973f9-8d1b-41d2-b55f-7e7950552118.json,Statement looks like algorithmic I/O spec,io_signature_markers,algo_coding,unit_tests,0.0,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/155973f9-8d1b-41d2-b55f-7e7950552118.json,,,,,905a91ee4a046c2504fe68923eea325c9481df20a5ad6edb223bad7b6cc80a4e,"basic_configuration,multi_tenant_setup,rule_deployment,performance_optimization,issue_resolution",,18.0,False,,False,False
30377081,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,[GIG] Azure Integration Developer,algo_coding,algo_coding,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:09:22.597076,2026-02-24T12:10:28.943219,66.346143,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/generated_tests/30377081.json,Statement looks like algorithmic I/O spec,io_signature_markers,algo_coding,unit_tests,0.0,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/30377081.json,,,,,acab7996c0ca82ecdd3f446ba6e089f871d8297d92d93c23b3a3093c8e322c04,"basic_integration_workflow,error_handling_integration,event_driven_workflow,service_bus_integration,ci_cd_pipeline_execution",,18.0,False,,False,False
91e34246-16b8-417d-8eb6-f7dc38c9b320,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,"Rapid Development Match (RDM) - Practice Round, January 2023",algo_coding,algo_coding,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T12:10:28.943708,2026-02-24T12:11:07.454075,38.510367,True,statement,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/extracted_tests/91e34246-16b8-417d-8eb6-f7dc38c9b320.json,Embedded tests found,metadata_tests,algo_coding,unit_tests,0.0,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/91e34246-16b8-417d-8eb6-f7dc38c9b320.json,,,,,6cd47f87e0cfbd57cf67f3001d19f3f31c2fac496e73804c5c0af469ef532fb3,io_sample_1,,18.0,False,,False,False
f9403b29-37cc-47a3-bda0-80d4e592f5c5,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,ePost RX Modernisation - Fix all failed test case and improve the coverage Part 2,repo_patch,repo_patch,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T12:11:07.454568,2026-02-24T12:11:20.771950,13.317382,False,,,Looks like a repository/app maintenance task,repo_keywords,repo_patch,rubric_repo_patch,75.0,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/deliverables/f9403b29-37cc-47a3-bda0-80d4e592f5c5_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/patches/f9403b29-37cc-47a3-bda0-80d4e592f5c5.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/repo_logs/f9403b29-37cc-47a3-bda0-80d4e592f5c5.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/rubric/f9403b29-37cc-47a3-bda0-80d4e592f5c5_repo_patch.json,,,,2.0,False,,False,True
bc753269-c2f1-48ad-b0c3-51857adae837,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Test Draft CH,insufficient_context,design_doc,completed_design_doc,success,0.0,False,0.0,,,0.0,2026-02-24T12:11:20.772297,2026-02-24T12:11:31.639750,10.867453,False,,,Insufficient details to act on,missing_statement,design_doc,rubric_design_doc,85.0,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/deliverables/bc753269-c2f1-48ad-b0c3-51857adae837.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/rubric/bc753269-c2f1-48ad-b0c3-51857adae837_design_doc.json,,,,2.0,False,,False,True
number_primes_test,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,Prime Count (test),algo_coding,algo_coding,success,success,1.0,True,1.0,contract_first,contract_first,0.0,2026-02-24T12:11:31.639888,2026-02-24T12:11:35.689538,4.04965,True,provided,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/extracted_tests/number_primes_test.json,Embedded tests found,metadata_tests,algo_coding,unit_tests,100.0,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo/unit_tests/number_primes_test.json,,,,,,,,2.0,False,,True,False
