task_id,title,dataset_id,dataset_path,status,tests_source,category
02d2fc13-2597-4b37-9a3a-2fee4e09f2f0,test,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,skipped_non_coding_task,,metadata_only
02e6ada6-c495-45a5-a597-f3dd42174827,Topcoder Identity Service: tests implementation,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
03c12726-323e-4e70-9dce-d26989f2c2c4,Pega LSA Lead System Architect  Remote US OR Brazil Time Zone,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
048a71c6-7564-4b4d-9f29-2aa3e43fecfe,Topcoder O/R F2F - Winners are showing wrong in OR compared to the challenge details,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
051e70ad-a32b-40fc-86c8-fe55b67fd611,72 Hours Topcoder Review App Challenge Review Edit Page Integration,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,failed_tests,synthesized,partial_synthesized_tests
06525af6-cea6-40f0-9d8a-95c750cd9f45,Topcoder Identity Service: fix authentication issue,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
08f5d5b4-7f6a-46d0-a5cf-4f5bb78b7cb1,Cognitive Audio Challenge Gamma Theta Frequency Infusion,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,failed_tests,synthesized,partial_synthesized_tests
0ab3daf4-5ea4-4210-a224-7739ff23bfb5,Topcoder Rating Processor - Integrated with existing schema,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
0ac19268-4459-46e0-8285-916072ccae0e,[72HR] Topcoder Admin App - Add Non-MM Submission Management,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
0c406e64-e1db-422b-ac9a-cdcf7523320f,Topcoder Admin App - Consolidate Skills Manager,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,skipped_non_coding_task,,metadata_only
0c490c53-e00c-41d0-a9c6-dd0ac701395e,Topcoder NestJS Autopilot  Phase Transition Logic Optimization,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,skipped_non_coding_task,,metadata_only
0c9d344e-6452-4d0c-a474-34d203f04f6c,Topcoder Community App - Support LaTex formulas in Markdown rendering,challenge_data_challengeData_2023-01-01_2023-01-02_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-02/page1.json,skipped_non_coding_task,,metadata_only
0d1aa466-da5c-4b48-b6cf-a8059cf35d6b,Topcoder O/R F2F - UI issue in the Submit response button (Data science),challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,skipped_non_coding_task,,metadata_only
0f4b0303-8153-40d0-912a-77202ed0326b,MS Teams AI Agent Tab App with MCP Gateway Integration,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,failed_tests,synthesized,partial_synthesized_tests
0ffec836-a2b8-4e52-9b08-b0007bd88b82,Topcoder Ratings Processor - Rebuild with Postgres Part 1,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,skipped_non_coding_task,,metadata_only
10f01117-9661-4868-bf96-d0457dac10e0,Topcoder Community App - Universal Nav - Sub page configuration,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
11408887-1418-46b6-8d1b-5656d1f7b0ec,Topcoder Review API - Legacy Submissions Data Import for Submissions API Migration,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,skipped_non_coding_task,,metadata_only
146b2d34-49f8-4d5e-a393-5888b1f56852,Removed Cognitive Audio Challenge Gamma  Theta Frequency Infusion,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,failed_tests,synthesized,partial_synthesized_tests
155973f9-8d1b-41d2-b55f-7e7950552118,Developer Opportunity for FICO Falcon Engineer,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
156b30ad-dd11-4183-9626-a0daed357c57,Topcoder O/R F2F - Overlap Back to Home button,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,failed_tests,synthesized,partial_synthesized_tests
16655ff7-f1ca-4466-bd44-6e74f5f79a3f,Topcoder O/R F2F - Yes/No dropdown not appearing in scorecard,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
181e5a18-8f46-4366-9aa7-4550a25adceb,Learn AI Build and Deploy an AI Agent with Topcoder MCP on Hugging Face,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,failed_tests,statement,partial_statement_tests
1acf18a6-af38-4583-9c37-d2fc18d23fa1,[72HR] Topcoder Admin App - Add Terms Management,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,skipped_non_coding_task,,metadata_only
1ef1e3e9-30d9-4c36-b35f-ebede0ac438d,"[GIG] Azure Integration Tech Lead –  Melbourne, Australia",challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,skipped_failed_synthesis,,metadata_only
1fef7b83-83ce-4eb2-a824-66f173d11b8c,ePost RX Modernisation - Fix all failed test case and improve the coverage Part 1,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,skipped_non_coding_task,,metadata_only
209e1aa5-8062-4ca9-888d-11ae6e22d896,Topcoder Identity Service: feature improvements,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
213076fc-8cb4-466c-aa38-6234146c878f,Fix Signature Handling in Outlook Add-in,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,failed_tests,synthesized,partial_synthesized_tests
2362226c-ab72-4c46-819a-37d09f9fbf16,Topcoder Work Manager - Fix submission phase display on 2 round challenge,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
28238fd9-139a-48fc-a6c7-639c7ca359b3,Topcoder Challenge API: fix issues found in Test Cases,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,skipped_non_coding_task,,metadata_only
29f79b9f-32ef-43e5-8298-1028dfbf1136,Topcoder Identity Service Tests Improvement Part 1,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
2b766b96-1f1e-40cd-8ecb-37d23adc6e9b,Phase 2 Guided AI Onboarding Wizard for Innovation Challenges,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
2c73511d-5677-4ded-9d1c-089102bacb87,Topcoder O/R F2F - Uploaded document(by the reviewer while reviewing from scorecard) is not available to download,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
2cbe1522-3e85-4106-a48d-e6ac1473d74a,Hypercare Task 2,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
2fc6eb5b-8aae-45c0-af9d-f40efe22ab55,test f2f challenge,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,skipped_non_coding_task,,metadata_only
30376982,Phase 1: AI Agent for Innovation: From Idea to Live Challenge,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_failed_synthesis,,metadata_only
30376988,Topcoder Admin App - Misc Update 0601,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377002,Topcoder Challenge API: fix issues in Test Cases,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377012,Topcoder Challenge API: fix issues found in Test Cases,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377016,Topcoder Review API - Design Prisma Schema & OpenAPI Spec for Submissions API Migration,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377017,[72hr] TopCoder Member API: Prisma Schema Update,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377032,Topcoder Review App - API Integration Part 1,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377049,Topcoder Online Review - Manual payments not saving,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377050,Topcoder Admin App - Misc Update 0610,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377066,Fix Signature Handling in Outlook Add-in,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,failed_tests,synthesized,partial_synthesized_tests
30377067,Topcoder Identity Service: updating AuthorizationResource with TypeScript and Postgres,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377068,Topcoder Gig Work – SAP Commerce (Hybris) Developer,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,failed_tests,synthesized,partial_synthesized_tests
30377077,"[GIG] Integration Technical Business Analyst – Melbourne, Australia",challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377078,Topcoder Marathon Match Scorer Rebuild POC Part 2 Relaunched,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_failed_synthesis,,metadata_only
30377079,"[GIG] Azure Integration Tech Lead –  Melbourne, Australia",challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_failed_synthesis,,metadata_only
30377080,[GIG] Azure Cloud Engineer,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377081,[GIG] Azure Integration Developer,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,failed_tests,synthesized,partial_synthesized_tests
30377086,Topcoder Challenge API - Issues Fix 0613,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377087,Topcoder Member API - Update Code with Postgres Schema Part 1,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377091,Topcoder NestJS Autopilot: Event-Based Phase Transition Implementation,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_failed_synthesis,,metadata_only
30377114,Topcoder Ratings Processor - Rebuild with Postgres Part 1,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377232,INFORMIX NEW,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377241,Test 19_06,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377244,Topcoder Resource API - add support for memberId for resource API,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377257,Topcoder Review API - Implement Configurable PostgreSQL Schema,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,failed_tests,synthesized,partial_synthesized_tests
30377258,Topcoder Review API - Fix Identified Issues,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,failed_tests,synthesized,partial_synthesized_tests
30377259,Topcoder Review API - Challenge and Resource API Integration,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377260,Topcoder Admin App - Consolidate Skills Manager,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377261,Topcoder Admin App - Consolidate Gamification,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377262,Topcoder Member API - Update Code with Postgres Schema Part 2,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377270,Topcoder Admin App - Add SSOLogin to User Management,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377279,Test challenge 26_06,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377289,Topcoder Member Profile Processor - Rebuild with Postgres,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377290,"Native Language Specialists – Japanese, Korean, and French (3-Month GIG Contract)",challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377296,Topcoder Identity Service: features improvement and issues fix,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_failed_synthesis,,metadata_only
30377320,Topcoder Platform - V6 Groups API implementation,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_failed_synthesis,,metadata_only
30377329,72 Hours!! - Topcoder Review App - API Integration for My Active Challenge Page,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377330,Test Draft CH,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377331,Topcoder Review API - Legacy Submissions Data Import for Submissions API Migration,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377360,[72HR] Topcoder Admin App - Add Terms Management,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377370,Informix Testing 6th July,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
30377371,Informix Testing 6th July New,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,skipped_non_coding_task,,metadata_only
305e0763-dd63-4883-9133-55504503953d,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,failed_tests,synthesized,partial_synthesized_tests
326139c2-ea1f-41da-ad84-5b9543198271,Topcoder Gig Work – SAP Commerce (Hybris) Developer,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,failed_tests,synthesized,partial_synthesized_tests
329f27bd-9176-4b7b-8d2a-e1996c60db09,Topcoder Member API - Update Code with Postgres Schema Part 2,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,skipped_non_coding_task,,metadata_only
33826bed-396d-43dc-8f0f-353e6a7baf4e,Senior DevOps Engineer – Multi-Cloud Infrastructure Automation (Azure + AWS),challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_failed_synthesis,,metadata_only
3429059f-7f1e-42d2-8d21-836fae3cf949,Review API v6  UserRole Simplification,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,failed_tests,synthesized,partial_synthesized_tests
355a5497-71c3-4e3a-b200-f53d62564667,Learn AI – Build and Deploy an AI Agent with Topcoder MCP on Hugging Face,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,failed_tests,statement,partial_statement_tests
35b1db6f-7daf-4cc7-819b-de6a777639bb,Projects API v6  Project Members Invites and Email,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,failed_tests,synthesized,partial_synthesized_tests
36e5bd56-52ae-4742-9c03-c7b6492b7d53,Topcoder Admin App Add API button to challenge records,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,skipped_non_coding_task,,metadata_only
37515489-2139-4996-9fe6-4ed09ce637be,test chlng,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,skipped_non_coding_task,,metadata_only
37a2f287-5ec5-4066-a316-46677030bf45,Topcoder O/R F2F - UI issues with deleted submissions,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
3a891b85-ad6c-454b-983c-30a3e4ab61a5,"Topcoder Work Manager - Change ""Success"" popup",challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
3cded57a-b863-4804-8d4d-21747cc9d996,Topcoder Community App - Uni nav doesn't load on Community App the first time,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
3ebd01d4-e53e-4e2b-9240-7834cedad79b,Review API v6 JWT Service Refactor  Use tccorelibraryjs,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,skipped_failed_synthesis,,metadata_only
3f1b97ff-4c7e-48e9-a878-e179c630e018,"Topcoder Community App - Universal Nav: Different ""type"" for /thrive path",challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
408a375f-ce88-4fc1-b6a2-d67595fa50bf,Development Opportunity for AI Engineers Location Restricted,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,failed_tests,synthesized,partial_synthesized_tests
409e33c1-aab0-492e-b636-71b56b90aaf5,Projects API v6  Attachments and Billing Account,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,skipped_failed_synthesis,,metadata_only
41831165-c026-4f33-b273-ee8a3f5e28eb,Topcoder O/R F2F - Edit Late Deliverables is not reskinned,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
42460057-3735-4a87-9300-e22965ae6d78,Topcoder Work Manager - Universal Nav header / footer - Content Security Policy problem,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
431aad17-75b3-4d5b-a190-1fec2f7eb4fd,test challenge 26 Sep 25,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,skipped_non_coding_task,,metadata_only
4320dc50-af78-47d8-bdbf-f6864302174b,Topcoder NestJS Autopilot - Event-Based Phase Transition Fixes,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,skipped_non_coding_task,,metadata_only
44b93939-2622-4429-b8b1-3d9518f84680,Topcoder Review App - API Integration Part 1,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,skipped_non_coding_task,,metadata_only
47cb585f-afb1-4bfe-aff8-946636d03122,Reporting Application - Thymeleaf Based HTML Email Templates,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,skipped_non_coding_task,,metadata_only
