run_id,dataset_id,dataset_path,tasks_total,unique_tasks,tests_with_assets,tests_source_provided,tests_source_statement,tests_source_synthesized,status_success,status_failed_tests,status_skipped_non_coding,status_skipped_missing_tests,status_skipped_failed_synth,status_timeout,dominant_task_type,category_code,category,notes
arch_template_arch_only,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,architecture_doc,architecture_doc_task,architecture/doc task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=architecture_doc"
arch_template_arch_only,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,architecture_doc,architecture_doc_task,architecture/doc task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=architecture_doc"
arch_template_arch_only,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,1,1,0,0,0,0,0,0,0,0,0,0,architecture_doc,architecture_doc_task,architecture/doc task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=architecture_doc"
arch_template_arch_only,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,6,6,1,0,1,0,0,0,0,0,0,0,architecture_doc,coding_partial_validation,coding task with partial validation only,"tests_provided=1 (provided=0, statement=1, synthesized=0); dominant_task_type=architecture_doc"
arch_template_arch_only,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,2,2,2,2,0,0,0,0,0,0,0,0,architecture_doc,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=2 (provided=2, statement=0, synthesized=0); dominant_task_type=architecture_doc"
arch_template_check,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,21,21,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
arch_template_check,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,8,8,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
arch_template_check,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,18,18,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
arch_template_check,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,14,14,2,0,2,0,0,0,0,0,0,0,non_actionable,coding_partial_validation,coding task with partial validation only,"tests_provided=2 (provided=0, statement=2, synthesized=0); dominant_task_type=non_actionable"
arch_template_check,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,15,15,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
arch_template_check,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,12,12,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
arch_template_check,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,12,12,12,12,0,0,8,4,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=12 (provided=12, statement=0, synthesized=0); dominant_task_type=algo_coding"
benchmark_subset,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,50,50,50,50,0,0,45,5,0,0,0,0,,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=50 (provided=50, statement=0, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,5,5,0,0,0,0,0,0,5,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,5,5,0,0,0,0,0,0,5,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,2,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,2,2,0,0,0,0,0,0,1,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,5,5,0,0,0,0,0,0,3,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,9,9,1,0,1,0,0,1,7,0,0,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=1 (provided=0, statement=1, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,8,8,0,0,0,0,0,0,8,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,12,12,0,0,0,0,0,0,7,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
sample_no_analysis,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,2,2,2,2,0,0,1,1,0,0,0,0,,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=2 (provided=2, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,22023,22023,0,0,0,0,0,0,0,22023,0,0,,presentation_task,presentation/analysis task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,analysis_output_ai_super_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_super_analysis.csv,22018,22018,0,0,0,0,0,0,0,22018,0,0,,presentation_task,presentation/analysis task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,analysis_output_legacy_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output_legacy/ai_feasibility_analysis.csv,21819,21819,0,0,0,0,0,0,0,21819,0,0,,presentation_task,presentation/analysis task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,challenge_data_challengeData_2023-01-01_2023-01-02_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-02/page1.json,1,1,0,0,0,0,0,0,0,1,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,50,50,0,0,0,0,0,0,0,50,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,14,14,0,0,0,0,0,0,0,14,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,45,45,0,0,0,0,0,0,0,45,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,43,43,0,0,0,0,0,0,0,43,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,37,37,0,0,0,0,0,0,0,37,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,45,45,0,0,0,0,0,0,0,45,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,189,189,0,0,0,0,0,0,0,189,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,189,189,0,0,0,0,0,0,0,189,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,189,189,0,0,0,0,0,0,0,189,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_20260223_123724,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,50,50,50,0,0,0,0,0,0,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=50 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_full_run,challenge_data_challengeData_2023-01-01_2023-01-02_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-02/page1.json,1,1,0,0,0,0,0,0,1,0,0,0,,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_full_run,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,50,50,4,0,1,3,0,4,45,0,1,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=4 (provided=0, statement=1, synthesized=3); dominant_task_type=n/a"
topcoder_full_run,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,14,14,1,0,0,1,0,1,13,0,0,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=1 (provided=0, statement=0, synthesized=1); dominant_task_type=n/a"
topcoder_full_run,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,45,45,5,0,0,5,0,5,34,0,6,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=5 (provided=0, statement=0, synthesized=5); dominant_task_type=n/a"
topcoder_full_run,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,43,43,11,0,2,9,0,11,28,0,4,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=11 (provided=0, statement=2, synthesized=9); dominant_task_type=n/a"
topcoder_full_run,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,37,37,13,0,0,13,0,13,19,0,5,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=13 (provided=0, statement=0, synthesized=13); dominant_task_type=n/a"
topcoder_full_run,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,45,45,5,0,0,5,0,5,34,0,6,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=5 (provided=0, statement=0, synthesized=5); dominant_task_type=n/a"
topcoder_full_run,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,189,189,34,0,3,31,0,34,139,0,16,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=34 (provided=0, statement=3, synthesized=31); dominant_task_type=n/a"
topcoder_full_run,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,189,189,34,0,3,31,0,34,139,0,16,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=34 (provided=0, statement=3, synthesized=31); dominant_task_type=n/a"
topcoder_full_run,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,189,189,34,0,3,31,0,34,139,0,16,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=34 (provided=0, statement=3, synthesized=31); dominant_task_type=n/a"
topcoder_full_run,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,50,50,50,50,0,0,45,5,0,0,0,0,,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=50 (provided=50, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_no_llm,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,3,3,0,0,0,0,0,0,0,0,0,0,,presentation_task,presentation/analysis task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_present_demo,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,5,5,4,0,4,0,0,0,0,0,1,4,,coding_partial_validation,coding task with partial validation only,"tests_provided=4 (provided=0, statement=4, synthesized=0); dominant_task_type=n/a"
topcoder_present_demo,analysis_output_ai_super_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_super_analysis.csv,3,3,3,0,3,0,0,0,0,0,0,3,,coding_partial_validation,coding task with partial validation only,"tests_provided=3 (provided=0, statement=3, synthesized=0); dominant_task_type=n/a"
topcoder_present_demo,analysis_output_legacy_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output_legacy/ai_feasibility_analysis.csv,2,2,1,0,1,0,0,0,0,0,1,1,,coding_partial_validation,coding task with partial validation only,"tests_provided=1 (provided=0, statement=1, synthesized=0); dominant_task_type=n/a"
topcoder_present_demo_v2,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,6,6,5,0,0,5,0,5,0,0,1,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=5 (provided=0, statement=0, synthesized=5); dominant_task_type=n/a"
topcoder_present_demo_v2,analysis_output_ai_super_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_super_analysis.csv,3,3,3,0,0,3,0,3,0,0,0,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=3 (provided=0, statement=0, synthesized=3); dominant_task_type=n/a"
topcoder_present_demo_v2,analysis_output_legacy_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output_legacy/ai_feasibility_analysis.csv,1,1,1,0,0,1,0,1,0,0,0,0,,coding_partial_validation,coding task with partial validation only,"tests_provided=1 (provided=0, statement=0, synthesized=1); dominant_task_type=n/a"
topcoder_smoke,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,5,5,0,0,0,0,0,0,0,5,0,0,,presentation_task,presentation/analysis task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_smoke_v2,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,20,20,0,0,0,0,0,0,0,0,20,0,,presentation_task,presentation/analysis task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
topcoder_smoke_v3,analysis_output_ai_feasibility_analysis.csv,/Users/karanallagh/Desktop/DataCollector/analysis/output/ai_feasibility_analysis.csv,5,5,0,0,0,0,0,0,0,0,5,0,,presentation_task,presentation/analysis task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=n/a"
universal_demo,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,5,5,2,0,1,1,0,2,0,0,1,0,algo_coding,coding_partial_validation,coding task with partial validation only,"tests_provided=2 (provided=0, statement=1, synthesized=1); dominant_task_type=algo_coding"
universal_demo,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,1,0,0,1,0,1,0,0,1,0,algo_coding,coding_partial_validation,coding task with partial validation only,"tests_provided=1 (provided=0, statement=0, synthesized=1); dominant_task_type=algo_coding"
universal_demo,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,1,0,0,1,0,1,0,0,0,0,repo_patch,coding_partial_validation,coding task with partial validation only,"tests_provided=1 (provided=0, statement=0, synthesized=1); dominant_task_type=repo_patch"
universal_demo,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,1,0,0,1,0,1,0,0,1,0,algo_coding,coding_partial_validation,coding task with partial validation only,"tests_provided=1 (provided=0, statement=0, synthesized=1); dominant_task_type=algo_coding"
universal_demo,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,2,2,2,0,0,2,0,2,0,0,0,0,algo_coding,coding_partial_validation,coding task with partial validation only,"tests_provided=2 (provided=0, statement=0, synthesized=2); dominant_task_type=algo_coding"
universal_demo,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,4,4,4,0,0,4,0,4,0,0,0,0,algo_coding,coding_partial_validation,coding task with partial validation only,"tests_provided=4 (provided=0, statement=0, synthesized=4); dominant_task_type=algo_coding"
universal_demo,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,7,7,4,0,0,4,0,4,0,0,1,0,algo_coding,coding_partial_validation,coding task with partial validation only,"tests_provided=4 (provided=0, statement=0, synthesized=4); dominant_task_type=algo_coding"
