run_id,dataset_id,dataset_path,tasks_total,unique_tasks,tests_with_assets,tests_source_provided,tests_source_statement,tests_source_synthesized,status_success,status_failed_tests,status_skipped_non_coding,status_skipped_missing_tests,status_skipped_failed_synth,status_timeout,dominant_task_type,category_code,category,notes
universal_demo,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,4,4,4,4,0,0,3,1,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=4 (provided=4, statement=0, synthesized=0); dominant_task_type=algo_coding"
universal_demo_combined_mock,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_combined_mock,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_combined_mock,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,repo_patch,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=repo_patch"
universal_demo_combined_mock,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,1,1,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_combined_mock,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_combined_mock,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_combined_mock,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,8,8,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_combined_mock,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,5,5,5,5,0,0,5,0,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=5 (provided=5, statement=0, synthesized=0); dominant_task_type=algo_coding"
universal_demo_combined_openai,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_combined_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_combined_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,repo_patch,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=repo_patch"
universal_demo_combined_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,1,1,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_combined_openai,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_combined_openai,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_combined_openai,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,8,8,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_combined_openai,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,5,5,5,5,0,0,5,0,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=5 (provided=5, statement=0, synthesized=0); dominant_task_type=algo_coding"
universal_demo_fix_openai,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_fix_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_fix_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,repo_patch,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=repo_patch"
universal_demo_fix_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,1,1,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_fix_openai,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_fix_openai,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_fix_openai,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,8,8,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_fix_openai,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,5,5,5,5,0,0,5,0,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=5 (provided=5, statement=0, synthesized=0); dominant_task_type=algo_coding"
universal_demo_gate,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_gate,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_gate,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,repo_patch,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=repo_patch"
universal_demo_gate,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,1,1,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_gate,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_gate,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_gate,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,8,8,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_gate,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,5,5,5,5,0,0,5,0,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=5 (provided=5, statement=0, synthesized=0); dominant_task_type=algo_coding"
universal_demo_mock_hardened,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_mock_hardened,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_mock_hardened,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,repo_patch,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=repo_patch"
universal_demo_mock_hardened,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,1,1,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_mock_hardened,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_mock_hardened,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_mock_hardened,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,8,8,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_mock_hardened,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,5,5,5,5,0,0,5,0,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=5 (provided=5, statement=0, synthesized=0); dominant_task_type=algo_coding"
universal_demo_openai_hardened,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_openai_hardened,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_openai_hardened,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,repo_patch,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=repo_patch"
universal_demo_openai_hardened,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,1,1,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_openai_hardened,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_openai_hardened,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_openai_hardened,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,8,8,0,0,0,0,0,0,0,0,0,0,non_actionable,metadata_only,metadata-only Topcoder challenge,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=non_actionable"
universal_demo_openai_hardened,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,5,5,5,5,0,0,5,0,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=5 (provided=5, statement=0, synthesized=0); dominant_task_type=algo_coding"
universal_demo_v3,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_v3,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_v3,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,repo_patch,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=repo_patch"
universal_demo_v3,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,1,1,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_v3,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_v3,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_v3,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,8,8,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_v3,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,5,5,5,5,0,0,5,0,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=5 (provided=5, statement=0, synthesized=0); dominant_task_type=algo_coding"
universal_demo_v3_openai,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_v3_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,3,3,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_v3_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,2,2,0,0,0,0,0,0,0,0,0,0,repo_patch,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=repo_patch"
universal_demo_v3_openai,challenge_data_challengeData_2025-06-01_2025-10-08_page3.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page3.json,1,1,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_v3_openai,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,3,3,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_v3_openai,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,4,4,0,0,0,0,0,0,0,0,0,0,data_etl,data_etl_task,data/ETL spec task,"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=data_etl"
universal_demo_v3_openai,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,8,8,0,0,0,0,0,0,0,0,0,0,api_backend,repo_patch_task,coding task (no runnable assets),"tests_provided=0 (provided=0, statement=0, synthesized=0); dominant_task_type=api_backend"
universal_demo_v3_openai,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,5,5,5,5,0,0,5,0,0,0,0,0,algo_coding,executable_coding_curated_tests,executable coding task with runnable tests,"tests_provided=5 (provided=5, statement=0, synthesized=0); dominant_task_type=algo_coding"
