method,seed,episode,step,teacher_macro,chosen_macro,reward,override,win,regret,reason
cstride_without_uncertainty,0,11,9,direct_solve,repair,1.5498969987513367,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,11,11,verify,repair,2.470143291575316,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,11,12,verify,repair,2.4398208695331105,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,11,13,verify,repair,1.4225630375320073,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,11,14,verify,repair,1.2122655726631775,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,11,15,verify,repair,-1.6242369478358838,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,11,16,verify,repair,-1.6372953822319316,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,11,17,verify,repair,-6.149071537857924,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,11,18,verify,repair,-7.659549898185586,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,11,19,verify,repair,-9.16913508491537,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,11,20,submit,repair,-10.67762027134967,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,11,21,submit,repair,-27.185362533250792,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,12,1,research_context,verify,-13.991746691955344,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,12,9,direct_solve,repair,1.5406829103365287,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,12,11,verify,repair,2.4609418062095965,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,12,12,verify,repair,2.430629466909187,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,12,13,verify,repair,1.413378469190121,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,12,14,verify,repair,1.203089127324229,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,12,15,verify,repair,-1.6334014924629987,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,12,16,verify,repair,-1.646448357317338,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,12,17,verify,repair,-6.158213669335391,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,12,18,verify,repair,-7.668682345582077,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,12,19,verify,repair,-9.178258105914013,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,12,20,submit,repair,-10.686735065469279,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,12,21,submit,repair,-27.1944694306287,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,13,1,research_context,verify,-14.000897886395338,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,13,9,direct_solve,repair,1.531586533045915,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,13,11,verify,repair,2.4518591054663528,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,14,1,research_context,verify,-13.989072324411406,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,14,9,direct_solve,repair,1.5433423370327788,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,14,11,verify,repair,2.4635974626067694,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,14,12,verify,repair,2.433282112220059,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,14,13,verify,repair,1.4160290758737752,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,14,14,verify,repair,1.2057373132052696,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,14,15,verify,repair,-1.6307568492076667,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,14,16,verify,repair,-1.6438071539924257,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,14,17,verify,repair,-6.155575686788907,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,14,18,verify,repair,-7.666047236938432,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,14,19,verify,repair,-9.175625792635058,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,14,20,submit,repair,-10.684105190287907,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,14,21,submit,repair,-27.19184189442574,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,15,1,research_context,verify,-13.998256069657282,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,15,9,direct_solve,repair,1.5342119161440593,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,15,11,verify,repair,2.454480411687678,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,16,1,research_context,verify,-13.986451807724823,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,16,9,direct_solve,repair,1.5459486952000079,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,16,11,verify,repair,2.4662002278522595,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,16,12,verify,repair,2.435882004043066,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,16,13,verify,repair,1.4186270204822018,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,16,14,verify,repair,1.2083329438466879,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,16,15,verify,repair,-1.62816460790958,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,16,16,verify,repair,-1.641218206934652,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,16,17,verify,repair,-6.152989826640924,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,16,18,verify,repair,-7.663464133139259,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,16,19,verify,repair,-9.173045371446502,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,16,20,submit,repair,-10.681527110048215,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,16,21,submit,repair,-27.189266060950168,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,17,1,research_context,verify,-13.995667320061091,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,17,9,direct_solve,repair,1.5367850316753697,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,17,11,verify,repair,2.4570496310468686,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,18,1,research_context,verify,-13.983884194337348,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,18,9,direct_solve,repair,1.5485028981413176,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,18,11,verify,repair,2.468751007840697,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,18,12,verify,repair,2.438430042602425,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,18,13,verify,repair,1.4211731995108918,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,18,14,verify,repair,1.2108769114218156,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,18,15,verify,repair,-1.6256238825319105,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,18,16,verify,repair,-1.6386806358719093,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,18,17,verify,repair,-6.150455213860446,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,18,18,verify,repair,-7.660932163713449,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,18,19,verify,repair,-9.17051597621484,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,18,20,submit,repair,-10.678999962326442,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,18,21,submit,repair,-27.18674107127657,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,19,1,research_context,verify,-13.99313070747161,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,19,9,direct_solve,repair,1.5393067758142962,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,19,11,verify,repair,2.459567652381994,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,20,1,research_context,verify,-13.98136854387087,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,20,9,direct_solve,repair,1.5510058532900066,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,20,11,verify,repair,2.4712507028711825,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,20,12,verify,repair,2.440927122734644,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,20,13,verify,repair,1.423668504203301,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,20,14,verify,repair,1.2133701030082513,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,20,15,verify,repair,-1.6231337919134161,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,20,16,verify,repair,-1.6361935652027302,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,20,17,verify,repair,-6.147970977902331,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,20,18,verify,repair,-7.658450462516182,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,20,19,verify,repair,-9.168036744982082,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,20,20,submit,repair,-10.67652288874617,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,20,21,submit,repair,-27.184266070406668,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,21,1,research_context,verify,-13.990645308740737,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,21,9,direct_solve,repair,1.5417780390237334,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,21,11,verify,repair,2.4620353590862907,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,21,12,verify,repair,2.431721761791464,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,21,13,verify,repair,1.414469912583586,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,21,14,verify,repair,1.204179559817394,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,21,15,verify,repair,-1.6323125389476358,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,21,16,verify,repair,-1.6453608395122226,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,21,17,verify,repair,-6.157127495455919,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,21,18,verify,repair,-7.667597370650876,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,21,19,verify,repair,-9.177174296967419,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,21,20,submit,repair,-10.685652273336757,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,21,21,submit,repair,-27.193387613849065,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,22,1,research_context,verify,-13.999809645440482,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,22,9,direct_solve,repair,1.5326679021866878,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,22,11,verify,repair,2.452938772049969,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,23,1,research_context,verify,-13.987992530524043,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,23,9,direct_solve,repair,1.5444162030455264,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,23,11,verify,repair,2.4646698268261074,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,23,12,verify,repair,2.4343532758802344,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,23,13,verify,repair,1.417099426179173,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,23,14,verify,repair,1.2068066971738338,1,1,0,cstride_without_uncertainty
cstride_without_uncertainty,0,23,15,verify,repair,-1.6296888802875855,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,23,16,verify,repair,-1.6427405600282736,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,23,17,verify,repair,-6.154510380932759,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,23,18,verify,repair,-7.66498308102075,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,23,19,verify,repair,-9.174562755697865,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,23,20,submit,repair,-10.683043129669569,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,0,23,21,submit,repair,-27.190780770724803,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,0,1,research_context,verify,-13.997793459068259,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,1,1,research_context,verify,-13.986099036406527,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,2,1,research_context,verify,-13.974503235820796,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,3,1,research_context,verify,-13.963010129646511,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,4,1,research_context,verify,-13.951623491379605,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,5,1,research_context,verify,-13.940346800266637,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,6,1,research_context,verify,-13.929183246857441,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,7,1,research_context,verify,-13.918135739415936,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,8,1,research_context,verify,-13.907206911086549,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,9,1,research_context,verify,-13.896399127716508,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,10,1,research_context,verify,-13.885714496237798,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,11,1,research_context,verify,-13.875154873516676,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,12,1,research_context,verify,-13.864721875583484,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,13,1,research_context,verify,-13.85441688716042,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,14,1,research_context,verify,-13.84424107141042,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,15,1,research_context,verify,-13.834195379835828,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,16,1,research_context,verify,-13.824280562261198,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,17,1,research_context,verify,-13.814497176840229,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,18,1,research_context,verify,-13.804845600032488,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,19,1,research_context,verify,-13.795326036501093,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,20,1,research_context,verify,-13.78593852888782,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,21,1,research_context,verify,-13.776682967427323,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,22,1,research_context,verify,-13.767559099367022,1,0,1,cstride_without_uncertainty
cstride_without_uncertainty,1,23,1,research_context,verify,-13.758566538163839,1,0,1,cstride_without_uncertainty
